i:      0, sim time:  0.000, wall time:  0 seconds, Δt:  0.0101, advective CFL: 0.00e+00, diffusive CFL: 1.43e-02
i:  240540, sim time:  2017.298, wall time: 50.249 minutes, Δt:  0.0085, advective CFL: 4.96e-01, diffusive CFL: 1.20e-02
i:  240550, sim time:  2017.383, wall time: 50.250 minutes, Δt:  0.0086, advective CFL: 5.00e-01, diffusive CFL: 1.22e-02
i:  240560, sim time:  2017.469, wall time: 50.251 minutes, Δt:  0.0086, advective CFL: 4.97e-01, diffusive CFL: 1.22e-02
i:  240570, sim time:  2017.555, wall time: 50.252 minutes, Δt:  0.0086, advective CFL: 4.94e-01, diffusive CFL: 1.22e-02
i:  240580, sim time:  2017.642, wall time: 50.253 minutes, Δt:  0.0086, advective CFL: 4.91e-01, diffusive CFL: 1.22e-02
i:  240590, sim time:  2017.728, wall time: 50.255 minutes, Δt:  0.0086, advective CFL: 4.89e-01, diffusive CFL: 1.22e-02
i:  240600, sim time:  2017.814, wall time: 50.256 minutes, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  240610, sim time:  2017.903, wall time: 50.257 minutes, Δt:  0.0089, advective CFL: 4.98e-01, diffusive CFL: 1.26e-02
i:  240620, sim time:  2017.992, wall time: 50.258 minutes, Δt:  0.0089, advective CFL: 4.95e-01, diffusive CFL: 1.26e-02
i:  240630, sim time:  2018.080, wall time: 50.261 minutes, Δt:  0.0089, advective CFL: 4.92e-01, diffusive CFL: 1.26e-02
i:  240640, sim time:  2018.169, wall time: 50.262 minutes, Δt:  0.0089, advective CFL: 4.89e-01, diffusive CFL: 1.26e-02
i:  240650, sim time:  2018.257, wall time: 50.263 minutes, Δt:  0.0091, advective CFL: 5.00e-01, diffusive CFL: 1.29e-02
i:  240660, sim time:  2018.349, wall time: 50.265 minutes, Δt:  0.0091, advective CFL: 4.97e-01, diffusive CFL: 1.29e-02
i:  240670, sim time:  2018.440, wall time: 50.266 minutes, Δt:  0.0091, advective CFL: 4.94e-01, diffusive CFL: 1.29e-02
i:  240680, sim time:  2018.531, wall time: 50.267 minutes, Δt:  0.0091, advective CFL: 4.91e-01, diffusive CFL: 1.29e-02
i:  240690, sim time:  2018.622, wall time: 50.268 minutes, Δt:  0.0091, advective CFL: 4.88e-01, diffusive CFL: 1.29e-02
i:  240700, sim time:  2018.713, wall time: 50.269 minutes, Δt:  0.0094, advective CFL: 5.00e-01, diffusive CFL: 1.33e-02
i:  240710, sim time:  2018.807, wall time: 50.271 minutes, Δt:  0.0094, advective CFL: 4.96e-01, diffusive CFL: 1.33e-02
i:  240720, sim time:  2018.901, wall time: 50.272 minutes, Δt:  0.0094, advective CFL: 4.92e-01, diffusive CFL: 1.33e-02
i:  240730, sim time:  2018.996, wall time: 50.273 minutes, Δt:  0.0094, advective CFL: 4.92e-01, diffusive CFL: 1.33e-02
i:  240740, sim time:  2019.085, wall time: 50.276 minutes, Δt:  0.0094, advective CFL: 4.99e-01, diffusive CFL: 1.33e-02
i:  240750, sim time:  2019.179, wall time: 50.278 minutes, Δt:  0.0093, advective CFL: 5.00e-01, diffusive CFL: 1.32e-02
i:  240760, sim time:  2019.272, wall time: 50.279 minutes, Δt:  0.0093, advective CFL: 5.05e-01, diffusive CFL: 1.32e-02
i:  240770, sim time:  2019.365, wall time: 50.280 minutes, Δt:  0.0093, advective CFL: 5.12e-01, diffusive CFL: 1.32e-02
i:  240780, sim time:  2019.459, wall time: 50.281 minutes, Δt:  0.0093, advective CFL: 5.21e-01, diffusive CFL: 1.32e-02
i:  240790, sim time:  2019.552, wall time: 50.282 minutes, Δt:  0.0093, advective CFL: 5.31e-01, diffusive CFL: 1.32e-02
i:  240800, sim time:  2019.645, wall time: 50.283 minutes, Δt:  0.0086, advective CFL: 5.00e-01, diffusive CFL: 1.22e-02
i:  240810, sim time:  2019.732, wall time: 50.285 minutes, Δt:  0.0086, advective CFL: 5.09e-01, diffusive CFL: 1.22e-02
i:  240820, sim time:  2019.818, wall time: 50.286 minutes, Δt:  0.0086, advective CFL: 5.19e-01, diffusive CFL: 1.22e-02
i:  240830, sim time:  2019.904, wall time: 50.287 minutes, Δt:  0.0086, advective CFL: 5.29e-01, diffusive CFL: 1.22e-02
i:  240840, sim time:  2019.990, wall time: 50.288 minutes, Δt:  0.0086, advective CFL: 5.37e-01, diffusive CFL: 1.22e-02
i:  240850, sim time:  2020.069, wall time: 50.293 minutes, Δt:  0.0080, advective CFL: 5.00e-01, diffusive CFL: 1.13e-02
i:  240860, sim time:  2020.149, wall time: 50.294 minutes, Δt:  0.0080, advective CFL: 4.98e-01, diffusive CFL: 1.13e-02
i:  240870, sim time:  2020.229, wall time: 50.295 minutes, Δt:  0.0080, advective CFL: 4.90e-01, diffusive CFL: 1.13e-02
i:  240880, sim time:  2020.309, wall time: 50.297 minutes, Δt:  0.0080, advective CFL: 4.79e-01, diffusive CFL: 1.13e-02
i:  240890, sim time:  2020.389, wall time: 50.298 minutes, Δt:  0.0080, advective CFL: 4.84e-01, diffusive CFL: 1.13e-02
i:  240900, sim time:  2020.468, wall time: 50.299 minutes, Δt:  0.0079, advective CFL: 5.00e-01, diffusive CFL: 1.13e-02
i:  240910, sim time:  2020.548, wall time: 50.300 minutes, Δt:  0.0079, advective CFL: 5.12e-01, diffusive CFL: 1.13e-02
i:  240920, sim time:  2020.627, wall time: 50.301 minutes, Δt:  0.0079, advective CFL: 5.20e-01, diffusive CFL: 1.13e-02
i:  240930, sim time:  2020.707, wall time: 50.302 minutes, Δt:  0.0079, advective CFL: 5.24e-01, diffusive CFL: 1.13e-02
i:  240940, sim time:  2020.786, wall time: 50.304 minutes, Δt:  0.0079, advective CFL: 5.27e-01, diffusive CFL: 1.13e-02
i:  240950, sim time:  2020.866, wall time: 50.305 minutes, Δt:  0.0075, advective CFL: 5.00e-01, diffusive CFL: 1.07e-02
i:  240960, sim time:  2020.941, wall time: 50.306 minutes, Δt:  0.0075, advective CFL: 5.00e-01, diffusive CFL: 1.07e-02
i:  240970, sim time:  2021.015, wall time: 50.309 minutes, Δt:  0.0075, advective CFL: 4.99e-01, diffusive CFL: 1.07e-02
i:  240980, sim time:  2021.090, wall time: 50.310 minutes, Δt:  0.0075, advective CFL: 4.97e-01, diffusive CFL: 1.07e-02
i:  240990, sim time:  2021.165, wall time: 50.312 minutes, Δt:  0.0075, advective CFL: 4.95e-01, diffusive CFL: 1.07e-02
i:  241000, sim time:  2021.241, wall time: 50.313 minutes, Δt:  0.0076, advective CFL: 5.00e-01, diffusive CFL: 1.08e-02
i:  241010, sim time:  2021.317, wall time: 50.314 minutes, Δt:  0.0076, advective CFL: 4.97e-01, diffusive CFL: 1.08e-02
i:  241020, sim time:  2021.393, wall time: 50.315 minutes, Δt:  0.0076, advective CFL: 4.95e-01, diffusive CFL: 1.08e-02
i:  241030, sim time:  2021.470, wall time: 50.316 minutes, Δt:  0.0076, advective CFL: 4.92e-01, diffusive CFL: 1.08e-02
i:  241040, sim time:  2021.546, wall time: 50.317 minutes, Δt:  0.0076, advective CFL: 4.89e-01, diffusive CFL: 1.08e-02
i:  241050, sim time:  2021.622, wall time: 50.319 minutes, Δt:  0.0078, advective CFL: 5.00e-01, diffusive CFL: 1.11e-02
i:  241060, sim time:  2021.701, wall time: 50.320 minutes, Δt:  0.0078, advective CFL: 4.98e-01, diffusive CFL: 1.11e-02
i:  241070, sim time:  2021.779, wall time: 50.321 minutes, Δt:  0.0078, advective CFL: 4.95e-01, diffusive CFL: 1.11e-02
i:  241080, sim time:  2021.858, wall time: 50.322 minutes, Δt:  0.0078, advective CFL: 4.93e-01, diffusive CFL: 1.11e-02
i:  241090, sim time:  2021.936, wall time: 50.323 minutes, Δt:  0.0078, advective CFL: 4.91e-01, diffusive CFL: 1.11e-02
i:  241100, sim time:  2022.008, wall time: 50.326 minutes, Δt:  0.0080, advective CFL: 5.00e-01, diffusive CFL: 1.13e-02
i:  241110, sim time:  2022.088, wall time: 50.327 minutes, Δt:  0.0080, advective CFL: 4.98e-01, diffusive CFL: 1.13e-02
i:  241120, sim time:  2022.168, wall time: 50.329 minutes, Δt:  0.0080, advective CFL: 4.96e-01, diffusive CFL: 1.13e-02
i:  241130, sim time:  2022.248, wall time: 50.330 minutes, Δt:  0.0080, advective CFL: 4.95e-01, diffusive CFL: 1.13e-02
i:  241140, sim time:  2022.328, wall time: 50.331 minutes, Δt:  0.0080, advective CFL: 4.93e-01, diffusive CFL: 1.13e-02
i:  241150, sim time:  2022.408, wall time: 50.332 minutes, Δt:  0.0082, advective CFL: 5.00e-01, diffusive CFL: 1.16e-02
i:  241160, sim time:  2022.490, wall time: 50.333 minutes, Δt:  0.0082, advective CFL: 4.97e-01, diffusive CFL: 1.16e-02
i:  241170, sim time:  2022.572, wall time: 50.334 minutes, Δt:  0.0082, advective CFL: 4.95e-01, diffusive CFL: 1.16e-02
i:  241180, sim time:  2022.653, wall time: 50.336 minutes, Δt:  0.0082, advective CFL: 4.92e-01, diffusive CFL: 1.16e-02
i:  241190, sim time:  2022.735, wall time: 50.337 minutes, Δt:  0.0082, advective CFL: 4.89e-01, diffusive CFL: 1.16e-02
i:  241200, sim time:  2022.817, wall time: 50.338 minutes, Δt:  0.0084, advective CFL: 5.00e-01, diffusive CFL: 1.19e-02
i:  241210, sim time:  2022.901, wall time: 50.339 minutes, Δt:  0.0084, advective CFL: 4.96e-01, diffusive CFL: 1.19e-02
i:  241220, sim time:  2022.985, wall time: 50.340 minutes, Δt:  0.0084, advective CFL: 4.92e-01, diffusive CFL: 1.19e-02
i:  241230, sim time:  2023.067, wall time: 50.343 minutes, Δt:  0.0084, advective CFL: 4.88e-01, diffusive CFL: 1.19e-02
i:  241240, sim time:  2023.151, wall time: 50.344 minutes, Δt:  0.0084, advective CFL: 4.84e-01, diffusive CFL: 1.19e-02
i:  241250, sim time:  2023.235, wall time: 50.345 minutes, Δt:  0.0088, advective CFL: 5.00e-01, diffusive CFL: 1.24e-02
i:  241260, sim time:  2023.323, wall time: 50.347 minutes, Δt:  0.0088, advective CFL: 4.95e-01, diffusive CFL: 1.24e-02
i:  241270, sim time:  2023.411, wall time: 50.348 minutes, Δt:  0.0088, advective CFL: 4.91e-01, diffusive CFL: 1.24e-02
i:  241280, sim time:  2023.498, wall time: 50.349 minutes, Δt:  0.0088, advective CFL: 4.86e-01, diffusive CFL: 1.24e-02
i:  241290, sim time:  2023.586, wall time: 50.350 minutes, Δt:  0.0088, advective CFL: 4.82e-01, diffusive CFL: 1.24e-02
i:  241300, sim time:  2023.674, wall time: 50.351 minutes, Δt:  0.0092, advective CFL: 5.00e-01, diffusive CFL: 1.30e-02
i:  241310, sim time:  2023.765, wall time: 50.352 minutes, Δt:  0.0092, advective CFL: 4.96e-01, diffusive CFL: 1.30e-02
i:  241320, sim time:  2023.857, wall time: 50.354 minutes, Δt:  0.0092, advective CFL: 4.92e-01, diffusive CFL: 1.30e-02
i:  241330, sim time:  2023.949, wall time: 50.355 minutes, Δt:  0.0092, advective CFL: 4.88e-01, diffusive CFL: 1.30e-02
i:  241340, sim time:  2024.037, wall time: 50.358 minutes, Δt:  0.0092, advective CFL: 4.91e-01, diffusive CFL: 1.30e-02
i:  241350, sim time:  2024.129, wall time: 50.359 minutes, Δt:  0.0093, advective CFL: 5.00e-01, diffusive CFL: 1.31e-02
i:  241360, sim time:  2024.221, wall time: 50.360 minutes, Δt:  0.0093, advective CFL: 5.05e-01, diffusive CFL: 1.31e-02
i:  241370, sim time:  2024.314, wall time: 50.361 minutes, Δt:  0.0093, advective CFL: 5.09e-01, diffusive CFL: 1.31e-02
i:  241380, sim time:  2024.406, wall time: 50.362 minutes, Δt:  0.0093, advective CFL: 5.14e-01, diffusive CFL: 1.31e-02
i:  241390, sim time:  2024.499, wall time: 50.364 minutes, Δt:  0.0093, advective CFL: 5.18e-01, diffusive CFL: 1.31e-02
i:  241400, sim time:  2024.591, wall time: 50.365 minutes, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  241410, sim time:  2024.680, wall time: 50.366 minutes, Δt:  0.0089, advective CFL: 5.02e-01, diffusive CFL: 1.26e-02
i:  241420, sim time:  2024.769, wall time: 50.367 minutes, Δt:  0.0089, advective CFL: 5.02e-01, diffusive CFL: 1.26e-02
i:  241430, sim time:  2024.857, wall time: 50.368 minutes, Δt:  0.0089, advective CFL: 5.00e-01, diffusive CFL: 1.26e-02
i:  241440, sim time:  2024.946, wall time: 50.370 minutes, Δt:  0.0089, advective CFL: 4.94e-01, diffusive CFL: 1.26e-02
i:  241450, sim time:  2025.027, wall time: 50.372 minutes, Δt:  0.0091, advective CFL: 5.00e-01, diffusive CFL: 1.29e-02
i:  241460, sim time:  2025.118, wall time: 50.374 minutes, Δt:  0.0091, advective CFL: 4.94e-01, diffusive CFL: 1.29e-02
i:  241470, sim time:  2025.209, wall time: 50.375 minutes, Δt:  0.0091, advective CFL: 4.97e-01, diffusive CFL: 1.29e-02
i:  241480, sim time:  2025.300, wall time: 50.376 minutes, Δt:  0.0091, advective CFL: 4.97e-01, diffusive CFL: 1.29e-02
i:  241490, sim time:  2025.392, wall time: 50.377 minutes, Δt:  0.0091, advective CFL: 4.95e-01, diffusive CFL: 1.29e-02
i:  241500, sim time:  2025.483, wall time: 50.378 minutes, Δt:  0.0093, advective CFL: 5.00e-01, diffusive CFL: 1.32e-02
i:  241510, sim time:  2025.576, wall time: 50.380 minutes, Δt:  0.0093, advective CFL: 4.95e-01, diffusive CFL: 1.32e-02
i:  241520, sim time:  2025.669, wall time: 50.381 minutes, Δt:  0.0093, advective CFL: 4.90e-01, diffusive CFL: 1.32e-02
i:  241530, sim time:  2025.762, wall time: 50.382 minutes, Δt:  0.0093, advective CFL: 4.84e-01, diffusive CFL: 1.32e-02
i:  241540, sim time:  2025.855, wall time: 50.383 minutes, Δt:  0.0093, advective CFL: 4.79e-01, diffusive CFL: 1.32e-02
i:  241550, sim time:  2025.948, wall time: 50.384 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.38e-02
i:  241560, sim time:  2026.039, wall time: 50.387 minutes, Δt:  0.0097, advective CFL: 5.01e-01, diffusive CFL: 1.38e-02
i:  241570, sim time:  2026.136, wall time: 50.389 minutes, Δt:  0.0097, advective CFL: 5.01e-01, diffusive CFL: 1.38e-02
i:  241580, sim time:  2026.233, wall time: 50.390 minutes, Δt:  0.0097, advective CFL: 5.02e-01, diffusive CFL: 1.38e-02
i:  241590, sim time:  2026.331, wall time: 50.391 minutes, Δt:  0.0097, advective CFL: 5.02e-01, diffusive CFL: 1.38e-02
i:  241600, sim time:  2026.428, wall time: 50.392 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.37e-02
i:  241610, sim time:  2026.525, wall time: 50.394 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.37e-02
i:  241620, sim time:  2026.622, wall time: 50.395 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.37e-02
i:  241630, sim time:  2026.718, wall time: 50.396 minutes, Δt:  0.0097, advective CFL: 4.99e-01, diffusive CFL: 1.37e-02
i:  241640, sim time:  2026.815, wall time: 50.397 minutes, Δt:  0.0097, advective CFL: 4.99e-01, diffusive CFL: 1.37e-02
i:  241650, sim time:  2026.912, wall time: 50.398 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.38e-02
i:  241660, sim time:  2027.000, wall time: 50.399 minutes, Δt:  0.0097, advective CFL: 4.99e-01, diffusive CFL: 1.38e-02
i:  241670, sim time:  2027.097, wall time: 50.402 minutes, Δt:  0.0097, advective CFL: 4.98e-01, diffusive CFL: 1.38e-02
i:  241680, sim time:  2027.194, wall time: 50.404 minutes, Δt:  0.0097, advective CFL: 4.97e-01, diffusive CFL: 1.38e-02
i:  241690, sim time:  2027.292, wall time: 50.405 minutes, Δt:  0.0097, advective CFL: 4.96e-01, diffusive CFL: 1.38e-02
i:  241700, sim time:  2027.389, wall time: 50.406 minutes, Δt:  0.0098, advective CFL: 5.00e-01, diffusive CFL: 1.39e-02
i:  241710, sim time:  2027.487, wall time: 50.407 minutes, Δt:  0.0098, advective CFL: 4.99e-01, diffusive CFL: 1.39e-02
i:  241720, sim time:  2027.585, wall time: 50.408 minutes, Δt:  0.0098, advective CFL: 4.97e-01, diffusive CFL: 1.39e-02
i:  241730, sim time:  2027.684, wall time: 50.409 minutes, Δt:  0.0098, advective CFL: 4.95e-01, diffusive CFL: 1.39e-02
i:  241740, sim time:  2027.782, wall time: 50.411 minutes, Δt:  0.0098, advective CFL: 4.94e-01, diffusive CFL: 1.39e-02
i:  241750, sim time:  2027.880, wall time: 50.412 minutes, Δt:  0.0100, advective CFL: 5.00e-01, diffusive CFL: 1.41e-02
i:  241760, sim time:  2027.980, wall time: 50.413 minutes, Δt:  0.0100, advective CFL: 5.02e-01, diffusive CFL: 1.41e-02
i:  241770, sim time:  2028.070, wall time: 50.416 minutes, Δt:  0.0100, advective CFL: 5.03e-01, diffusive CFL: 1.41e-02
i:  241780, sim time:  2028.169, wall time: 50.417 minutes, Δt:  0.0100, advective CFL: 5.04e-01, diffusive CFL: 1.41e-02
i:  241790, sim time:  2028.269, wall time: 50.418 minutes, Δt:  0.0100, advective CFL: 5.05e-01, diffusive CFL: 1.41e-02
i:  241800, sim time:  2028.369, wall time: 50.420 minutes, Δt:  0.0098, advective CFL: 5.00e-01, diffusive CFL: 1.39e-02
i:  241810, sim time:  2028.467, wall time: 50.421 minutes, Δt:  0.0098, advective CFL: 5.01e-01, diffusive CFL: 1.39e-02
i:  241820, sim time:  2028.566, wall time: 50.422 minutes, Δt:  0.0098, advective CFL: 5.01e-01, diffusive CFL: 1.39e-02
i:  241830, sim time:  2028.664, wall time: 50.423 minutes, Δt:  0.0098, advective CFL: 5.01e-01, diffusive CFL: 1.39e-02
i:  241840, sim time:  2028.763, wall time: 50.424 minutes, Δt:  0.0098, advective CFL: 5.01e-01, diffusive CFL: 1.39e-02
i:  241850, sim time:  2028.861, wall time: 50.425 minutes, Δt:  0.0098, advective CFL: 5.00e-01, diffusive CFL: 1.39e-02
i:  241860, sim time:  2028.960, wall time: 50.427 minutes, Δt:  0.0098, advective CFL: 4.99e-01, diffusive CFL: 1.39e-02
i:  241870, sim time:  2029.049, wall time: 50.429 minutes, Δt:  0.0098, advective CFL: 4.98e-01, diffusive CFL: 1.39e-02
i:  241880, sim time:  2029.148, wall time: 50.431 minutes, Δt:  0.0098, advective CFL: 4.97e-01, diffusive CFL: 1.39e-02
i:  241890, sim time:  2029.246, wall time: 50.432 minutes, Δt:  0.0098, advective CFL: 4.97e-01, diffusive CFL: 1.39e-02
i:  241900, sim time:  2029.344, wall time: 50.433 minutes, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  241910, sim time:  2029.443, wall time: 50.434 minutes, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  241920, sim time:  2029.542, wall time: 50.436 minutes, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  241930, sim time:  2029.641, wall time: 50.437 minutes, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  241940, sim time:  2029.741, wall time: 50.438 minutes, Δt:  0.0099, advective CFL: 5.01e-01, diffusive CFL: 1.40e-02
i:  241950, sim time:  2029.840, wall time: 50.439 minutes, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  241960, sim time:  2029.938, wall time: 50.440 minutes, Δt:  0.0099, advective CFL: 5.01e-01, diffusive CFL: 1.40e-02
i:  241970, sim time:  2030.030, wall time: 50.444 minutes, Δt:  0.0099, advective CFL: 5.02e-01, diffusive CFL: 1.40e-02
i:  241980, sim time:  2030.128, wall time: 50.445 minutes, Δt:  0.0099, advective CFL: 5.03e-01, diffusive CFL: 1.40e-02
i:  241990, sim time:  2030.227, wall time: 50.446 minutes, Δt:  0.0099, advective CFL: 5.05e-01, diffusive CFL: 1.40e-02
i:  242000, sim time:  2030.326, wall time: 50.447 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.38e-02
i:  242010, sim time:  2030.423, wall time: 50.449 minutes, Δt:  0.0097, advective CFL: 5.02e-01, diffusive CFL: 1.38e-02
i:  242020, sim time:  2030.521, wall time: 50.450 minutes, Δt:  0.0097, advective CFL: 5.04e-01, diffusive CFL: 1.38e-02
i:  242030, sim time:  2030.618, wall time: 50.451 minutes, Δt:  0.0097, advective CFL: 5.06e-01, diffusive CFL: 1.38e-02
i:  242040, sim time:  2030.715, wall time: 50.452 minutes, Δt:  0.0097, advective CFL: 5.08e-01, diffusive CFL: 1.38e-02
i:  242050, sim time:  2030.813, wall time: 50.453 minutes, Δt:  0.0096, advective CFL: 5.00e-01, diffusive CFL: 1.35e-02
i:  242060, sim time:  2030.908, wall time: 50.455 minutes, Δt:  0.0096, advective CFL: 5.00e-01, diffusive CFL: 1.35e-02
i:  242070, sim time:  2031.000, wall time: 50.456 minutes, Δt:  0.0096, advective CFL: 4.98e-01, diffusive CFL: 1.35e-02
i:  242080, sim time:  2031.096, wall time: 50.458 minutes, Δt:  0.0096, advective CFL: 4.95e-01, diffusive CFL: 1.35e-02
i:  242090, sim time:  2031.191, wall time: 50.459 minutes, Δt:  0.0096, advective CFL: 4.89e-01, diffusive CFL: 1.35e-02
i:  242100, sim time:  2031.287, wall time: 50.461 minutes, Δt:  0.0099, advective CFL: 5.00e-01, diffusive CFL: 1.40e-02
i:  242110, sim time:  2031.386, wall time: 50.462 minutes, Δt:  0.0099, advective CFL: 4.91e-01, diffusive CFL: 1.40e-02
i:  242120, sim time:  2031.485, wall time: 50.463 minutes, Δt:  0.0099, advective CFL: 4.91e-01, diffusive CFL: 1.40e-02
i:  242130, sim time:  2031.584, wall time: 50.464 minutes, Δt:  0.0099, advective CFL: 4.98e-01, diffusive CFL: 1.40e-02
i:  242140, sim time:  2031.684, wall time: 50.465 minutes, Δt:  0.0099, advective CFL: 5.05e-01, diffusive CFL: 1.40e-02
i:  242150, sim time:  2031.783, wall time: 50.466 minutes, Δt:  0.0097, advective CFL: 5.00e-01, diffusive CFL: 1.38e-02
i:  242160, sim time:  2031.880, wall time: 50.468 minutes, Δt:  0.0097, advective CFL: 5.04e-01, diffusive CFL: 1.38e-02
i:  242170, sim time:  2031.977, wall time: 50.469 minutes, Δt:  0.0097, advective CFL: 5.08e-01, diffusive CFL: 1.38e-02
i:  242180, sim time:  2032.068, wall time: 50.472 minutes, Δt:  0.0097, advective CFL: 5.13e-01, diffusive CFL: 1.38e-02
